             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
              86         -0.0555          0.00046             6.35         -0.00018             7.43             1.66              1.5
              87         -0.0555         0.000461             6.35        -0.000143             8.14             1.77             1.74
              88         -0.0622         0.000463             6.35        -0.000204             7.95             1.79             1.68
              89         -0.0553         0.000456             6.35        -8.68e-05              7.4             1.63             1.49
              90         -0.0551         0.000446             6.35        -0.000158             7.35             1.59             1.47
              91         -0.0582         0.000449             6.36        -0.000157             7.52             1.63             1.53
              92         -0.0552         0.000458             6.36        -0.000141             7.63             1.67             1.57
              93         -0.0567         0.000449             6.36        -7.76e-05             7.87             1.77             1.65
              94         -0.0591         0.000446             6.36         -9.9e-05             7.47              1.7             1.52
              95         -0.0552         0.000448             6.36        -0.000166             7.48             1.66             1.52
              96         -0.0572         0.000435             6.36        -0.000119             7.67              1.7             1.59
              97         -0.0555         0.000446             6.36        -9.36e-05             7.65             1.71             1.58
              98         -0.0567         0.000441             6.36        -0.000113              7.8              1.7             1.63
              99         -0.0576         0.000443             6.36        -0.000127             7.97             1.76             1.68
