             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
              78           0.038         3.05e-12             24.6            0.019             26.6             2.23             2.75
              79          0.0853         1.65e-11             24.6          -0.0112             26.7             2.24             2.76
              80          0.0533         1.13e-10             24.8          0.00155             26.8             2.27             2.78
              81          0.0497         8.55e-12             24.7          0.00779             26.9             2.08              2.8
              82          0.0392         1.11e-10             24.6           0.0317             26.6             2.29             2.75
              83          0.0267         1.25e-10             24.6            0.032             26.5             2.32             2.74
              84          0.0649          1.7e-12             24.6           0.0166             26.5             2.25             2.74
              85          0.0331         2.06e-11             24.5           0.0269             26.4              2.2             2.73
              86          0.0483         1.87e-11             24.5         -0.00342             26.4             2.19             2.73
              87          0.0355         4.32e-12             24.6           0.0073             26.2             2.23              2.7
              88          0.0412         6.39e-12             24.7          0.00452             26.6             2.26             2.75
              89          0.0425         3.76e-12             24.7           0.0162             26.7             2.23             2.77
              90          0.0372         3.26e-12             24.8          0.00872             26.6             2.29             2.76
              91          0.0346         1.96e-12             24.8           0.0241             26.9             2.26              2.8
              92          0.0607         1.23e-12             24.9         -0.00205             26.7             2.26             2.78
              93           0.048            5e-11               25          0.00677             26.7             2.18             2.78
              94          0.0397         2.31e-12               25           0.0232             26.8             2.36             2.78
              95          0.0195         9.55e-13             25.1           0.0458             26.7             2.37             2.77
              96           0.063         2.31e-11               25         -0.00987             26.5              2.3             2.74
              97          0.0487         6.77e-12               25          0.00234             26.7             2.25             2.77
              98          0.0653         2.69e-12             25.1         -0.00873             26.9             2.22             2.79
              99          0.0174         4.09e-12               25           0.0377             26.6             2.34             2.76
